year,month,EDACaP010101,EDACaP010102,EDACaP010103,EDACaP010104,EDACaP010105,EDACaP010106,EDACaP010201,EDACaP010202,EDACaP010203,EDACaP010204,EDACaP010205,EDACaP010206,EDACaP010207,EDACaP010208,EDACaP010209,EDACaP010210,EDACaP010301,EDACaP010302,EDACaP010303,EDACaP010304,EDACaP010305,EDACaP010306,EDACaP010307,EDACaP010401,EDACaP010402,EDACaP010403,EDACaP010404,EDACaP010405,EDACaP010406,EDACaP010407,EDACaP010408,EDACaP010501,EDACaP010502,EDACaP010503,EDACaP020101,EDACaP0201011,EDACaP020102,EDACaP020103,EDACaP020104,EDACaP020105,EDACaP0201051,EDACaP020106,EDACaP020201,EDACaP020202,EDACaP020203,EDACaP020204,EDACaP020205,EDACaP020206,EDACaP020207,EDACaP0202071,EDACaP020301,EDACaP020302,EDACaP020303,EDACaP020304,EDACaP020305,EDACaP020306,EDACaP020401,EDACaP020402,EDACaP020403,EDACaP020404,EDACaP020405,EDACaP020501,EDACaP020502,EDACaP020503,EDACaP020504,EDACaP020505,EDACaP030101,EDACaP030102,EDACaP030103,EDACaP030104,EDACaP030105,EDACaP030106,EDACaP030107,EDACaP030108,EDACaP030109,EDACaP030110,EDACaP030111,EDACaP030112,EDACaP030113,EDACaP030114,EDACaP030115,EDACaP030116,EDACaP030117,EDACaP030119,EDACaP030120,EDACaP030121,EDACaP030201,EDACaP030202,EDACaP030203,EDACaP030204,EDACaP030205,EDACaP030206,EDACaP030207,EDACaP030208,EDACaP030209,EDACaP030211,EDACaP030301,EDACaP030302,EDACaP030303,EDACaP030304,EDACaP030305,EDACaP030306,EDACaP030307,EDACaP030308,EDACaP030310,EDACaP030311,EDACaP030401,EDACaP030402,EDACaP030403,EDACaP030404,EDACaP030405,EDACaP030406,EDACaP030407,EDACaP030408,EDACaP030409,EDACaP030410,EDACaP030411,EDACaP030412,EDACaP030413,EDACaP030414,EDACaP030415,EDACaP030416,EDACaP030419,EDACaP030420,EDACaP030501,EDACaP030502,EDACaP030503,EDACaP030504,EDACaP030505,EDACaP030506,EDACaP030507,EDACaP030508,EDACaP030509,EDACaP030510,EDACaP030511,EDACaP030512,EDACaP030513,EDACaP030514,EDACaP030515,EDACaP030516,EDACaP030517,EDACaP030518,EDACaP030519,EDACaP030521,EDACaP030522,EDACaP030523,EDACaP030601,EDACaP030602,EDACaP030603,EDACaP030604,EDACaP030605,EDACaP030606,EDACaP030607,EDACaP030608,EDACaP030609,EDACaP030610,EDACaP030611,EDACaP030612,EDACaP030613,EDACaP030614,EDACaP030616,EDACaP030617,EDACaP030618,EDACaP030701,EDACaP030702,EDACaP030703,EDACaP030704,EDACaP030705,EDACaP030706,EDACaP030707,EDACaP030708,EDACaP030709,EDACaP030710,EDACaP030711,EDACaP030713,EDACaP030801,EDACaP030802,EDACaP030803,EDACaP030804,EDACaP030805,EDACaP030806,EDACaP030901,EDACaP030902,EDACaP030903,EDACaP030904,EDACaP030905,EDACaP030906,EDACaP030907,EDACaP031001,EDACaP031002,EDACaP031003,EDACaP031004,EDACaP031005,EDACaP031101,EDACaP031201,EDACaP040101,EDACaP040102,EDACaP040103,EDACaP040104,EDACaP040105,EDACaP040106,EDACaP040107,EDACaP040108,EDACaP040109,EDACaP040110,EDACaP040111,EDACaP040112,EDACaP040113,EDACaP040114,EDACaP040115,EDACaP040116,EDACaP040117,EDACaP040118,EDACaP040119,EDACaP040201,EDACaP040202,EDACaP040203,EDACaP040204,EDACaP040205,EDACaP040206,EDACaP040207,EDACaP040208,EDACaP040209,EDACaP040210,EDACaP040211,EDACaP040212,EDACaP040213,EDACaP040214,EDACaP040215,EDACaP040216
1998,6,108.72,84.38,80.38,80.38,151.97,177.58,59.05,44.3,55.92,77.43,77.43,80.31,122.59,100.65,61.73,85.43,28.18,18.1,18.96,32.56,33.77,21.69,7.23,49.78,23.56,16.13,29.56,29.56,9.2,5.56,29.17,76.33,185.44,243.14,0,0.06,0,0.21,0,0,0,0,0,7.23,4.78,0,0,0.22,0,1.03,10.53,15.45,6.31,10.99,6.19,21.66,0,0,0.24,0,0.4,0,13.65,1.36,10.15,6.19,211.34,185.31,184.17,202.68,204.96,172.17,243.14,191.56,166.45,160.67,207.22,199.09,203.43,210.15,245.59,103.8,98.94,185.31,244,204.41,119.1,125.41,156.06,126.39,74.76,38.15,56.14,87.64,182.76,139.81,56.88,7.66,20.13,36.09,17.64,17.64,19.17,1.57,33.47,20.36,29.68,15.1,7.51,11.07,6.29,5.16,7.61,10.34,7.25,18.64,29.68,52.03,35.37,18.57,12.12,52.03,52.27,12.12,46.09,85.78,66.87,51.26,21.11,14.13,14.44,25.68,23.17,24.2,30.73,24.2,44.27,35.14,21.66,50.69,27.22,54.8,35.86,22.61,23.17,51.26,146.52,138.03,116.49,83.16,99.6,99.6,136.07,145.59,127.65,146.06,146.06,149.61,137.87,76.99,136.07,149.61,135.83,293.1,194.77,135.83,241.45,226.46,153.78,146.52,138.75,138.75,185.43,178.1,312.83,71.52,39.61,81.53,35.05,53.94,79.17,294.32,298.13,298.13,337.31,294.32,283.59,226.46,8.81,1.07,14.1,10.15,4.86,191.98,8.81,333.62,334.46,374.51,392.05,334.46,351.26,368.96,378.44,324.04,378.44,351.52,325.81,392.05,356.63,350.96,315.6,392.05,356.63,368.96,297.1,277,283.97,284.12,286.69,431.11,345.9,337.5,337.5,394.99,394.99,395.28,366.46,343.34,343.34,312.48
1998,7,278.33,300.83,289.91,289.91,379,351.72,268.38,259.09,283.26,278.96,278.96,279.32,292.73,318.51,329.47,277.33,224.86,186.59,240.51,233.66,249.8,247.57,174.47,288.52,308,280.7,357.92,357.92,313.31,305.22,417.67,228.09,376.26,355.78,67.14,63.05,30.23,45.35,40.06,95.81,228.13,201.44,102.04,174.47,197.79,168.44,0,67.55,0,33.98,87.86,104.59,122.94,139.52,197.05,277.42,150.66,227.2,96.37,140.9,244.32,197.02,220.93,193.28,296.58,197.05,389.4,372.71,397.01,376.41,317.72,243.29,355.78,331.58,352.81,399.35,326.62,283.04,236.17,266.99,320.93,421.98,380.38,372.71,330.75,315.69,495.76,474.38,550.65,565.41,451.15,383.78,426.2,401.49,379.31,364.74,411.4,318.67,408.05,398.6,502.97,502.97,483.45,326.64,450.79,437.64,498.6,568.91,480.35,490.43,460.92,400.62,426.98,566.02,533.99,620.85,498.6,322.17,368.4,383.84,543.38,322.17,399.71,543.38,306.33,267.71,270.4,322.29,497.24,559.7,372.72,397.14,470.87,350.88,471.79,350.88,371.67,319.37,277.42,284.43,206.55,239.42,434.53,358.69,470.87,322.29,377.2,396.22,409.82,373.58,348.94,348.94,417.3,332.53,322.2,322.62,322.62,323.87,303.94,302.87,417.3,323.87,335.97,350.03,358.17,335.97,371.01,363.59,337.91,377.2,309.14,309.14,287.81,236.08,344.45,314.21,404.34,413.14,437.71,264.06,314.04,326.4,339.12,339.12,330.79,326.4,301.4,363.59,424.3,291.57,283.37,296.58,291.03,375.78,424.3,227.36,251.92,292.64,279.34,251.92,257.7,262.47,248.02,221.88,248.02,243.62,238.23,279.34,301.55,271.06,185.39,279.34,301.55,262.47,252.12,235.67,299.18,239.43,311.36,403.51,338.25,333.59,333.59,356.46,356.46,335.03,309.59,317.74,317.74,308.84
1998,8,268.53,298.26,330.56,330.56,359.07,354.11,291.74,242.72,270.62,294.25,294.25,316.2,302.46,362.96,374.57,373.7,203.18,202.63,245.81,250.25,256.96,278.02,226.66,321.6,318.99,309.48,315.59,315.59,276.4,257.82,340.44,254.06,397.27,411.63,83.08,98.28,53.78,68.3,74.52,109.56,198.54,200.24,150.74,226.66,265.7,228.95,0,132.91,0,68.94,144.47,125.79,122.64,174.58,194,275.4,142.47,183.61,165.7,204.16,222.33,196.86,228.11,210.58,230.29,194,373.42,385.73,386.3,357.59,333.29,310.31,411.63,338.43,371.74,394.89,342.22,295.97,284.73,241.22,331.26,398.97,363.6,385.73,349.63,335.91,423.94,426.4,460.41,459.91,336.84,291.94,340.1,351.47,392.96,342.76,337.84,281.35,330.68,320.06,337.06,337.06,367.92,253.79,358.78,308.07,321.6,367.41,344.98,357.01,315.02,291.74,333.27,390.79,357.1,384.46,321.6,317.8,303.48,334.37,358.8,317.8,321.67,358.8,289.99,290.28,313.55,315.05,419.45,377.19,287.19,328.39,422.99,317.83,417.44,317.83,359.54,327.36,275.4,324.52,229.42,315.12,389.97,343.73,422.99,315.05,373,416.74,381.12,336.13,364.59,364.59,425.23,320.93,377.67,369.02,369.02,353.46,287.25,267.29,425.23,353.46,342.37,380.11,393.98,342.37,341.36,372.73,331.06,373,272.93,272.93,272.5,278.67,349.09,328.54,347.28,372.19,336.62,328.08,365.31,391.87,427.16,427.16,416.38,391.87,336.23,372.73,326.91,259.2,257.7,230.29,261.87,377.17,326.91,270.85,331.69,370.43,373.5,331.69,371.08,322.15,335.79,243.06,335.79,273.67,255.76,373.5,287.39,274.34,214.16,373.5,287.39,322.15,294.28,322.23,359.17,334.31,301.32,411.3,334.9,312.16,312.16,388.69,388.69,314.35,354.58,327.36,327.36,294.96
1998,9,113.95,96.82,90.65,90.65,191.5,148.62,39.91,24.4,63.02,84.14,84.14,90.07,104.76,97.76,74.73,71.53,13.66,15.29,28.25,22.99,41.07,50,30.8,53.44,62.47,62.41,83.13,83.13,74.15,55.87,83.28,165.06,282.52,311.2,11.72,47.51,66.17,22.66,17.07,16.12,39.21,41.15,15.92,30.8,33.53,27.17,0,6.81,0,80.55,109.86,73.14,76.94,108.54,62.04,144.41,44.21,56.8,42.3,32.14,47.83,44.73,142.44,46.76,93.46,62.04,193.2,130.14,132.65,153.33,174.12,213.46,311.2,160.4,134.61,113.93,88.5,178.66,195.66,202.57,192.56,100.35,64.92,130.14,263.87,149.45,100.13,112.9,177.24,156.46,112.2,88.86,112.72,163.57,256.19,190.07,61.18,74.26,88.21,59.74,92.7,92.7,104.09,58.38,81.81,73.12,81.26,95.14,78.26,89.23,92.35,83.21,88.69,102.28,111.61,90.78,81.26,88.13,82.08,120.42,71.58,88.13,82.52,71.58,108.97,122.42,101.46,117.47,179.48,117.86,131.4,191.87,207.77,183.21,210.56,183.21,152.44,169.36,144.41,172.2,139.64,146.24,212.76,120.85,207.77,117.47,182.55,177.16,149.66,109.67,145.63,145.63,193.64,169.3,205.07,196.16,196.16,197.1,132.09,145.51,193.64,197.1,169.76,218.82,172.29,169.76,221.16,199.19,177.02,182.55,157.52,157.52,193.27,179.19,233.42,56.91,61.49,61.34,73.55,52.27,74.84,248.57,240.65,240.65,281.3,248.57,200.68,199.19,106.7,63.98,113.02,93.46,73.62,248.08,106.7,310.69,368.58,359.34,337.08,368.58,364.66,316.03,346.8,241.01,346.8,294.07,253.05,337.08,264.8,290.72,227.43,337.08,264.8,316.03,304.52,280.59,313.02,340.86,173.34,302.69,228.08,201.86,201.86,302.98,302.98,246.84,282,212.23,212.23,172.94
1998,10,31.31,36.35,37.63,37.63,66.21,61.06,25.4,17.84,20.21,36.71,36.71,37.68,35.11,26.88,20.41,21.22,14.62,22.18,24.78,19.79,20.71,25.67,20.88,14.86,12.37,12.41,23.21,23.21,35.46,28.51,37.44,34.81,54.8,118.19,0.95,12.75,5.72,10.38,5.27,3.58,27.99,23.21,5.94,20.88,11.6,7.69,0,11.66,0,16.57,45.42,47.58,26.08,24.73,21.66,39.66,14,25.04,16.12,16.4,29.27,25.98,24.66,28.37,37.64,21.66,62.4,53.18,59.51,59.02,63.06,93.63,118.19,98.29,42.09,63.7,72.67,175.16,101.34,125.68,148.48,38.18,17.53,53.18,133.99,101.25,46.11,62.11,94.96,73.39,51.59,51.5,97.12,135,108.19,162.72,26.2,35.92,40.69,21.54,24.04,24.04,39.23,39.87,25.14,34.49,40.61,34.22,37.54,43.89,69.51,46.69,54.74,56.48,64.27,52.24,40.61,79.55,51.01,37.18,32.4,79.55,69.21,32.4,20.86,30.28,22.69,28.74,67.31,55.15,45.24,56.94,46.79,39.13,42.95,39.13,51.98,78.61,39.66,69.78,67.87,107.29,77.43,27.87,46.79,28.74,149.57,173.06,159.27,111.72,152.89,152.89,137.62,140.09,174.21,159.65,159.65,188.68,123,102.16,137.62,188.68,165.02,135.85,112.56,165.02,136.05,172.1,135.13,149.57,125.38,125.38,156.69,175.11,137.52,18.14,17.87,19.05,17.92,17.24,27.15,178.49,194.52,194.52,212.42,178.49,159.64,172.1,43.55,37.54,24.52,37.64,38.74,119.98,43.55,144.44,152.95,212.12,160.09,152.95,184.18,191.56,179.21,139.58,179.21,164.5,218.96,160.09,255.27,197.22,135.36,160.09,255.27,191.56,251.72,277.34,260.27,225.92,163.99,289.85,190.02,161.35,161.35,300.96,300.96,285.68,269.58,267.44,267.44,231.29
1998,11,4.9,7.32,7.74,7.74,5.9,8.73,5.04,7.43,7.46,0.2,0.2,6.42,6.92,4.82,3.72,4.24,9.79,10.19,9.35,11.05,8.32,7.42,9.06,5.52,3.26,1.98,3.02,3.02,7.38,7.02,7.26,2.16,4.42,6.44,1.01,6.82,6,6.39,8.59,5.38,9.36,7.75,7.84,9.06,8.18,8.2,0,11.98,0,6.89,2.33,6.21,6.72,1.23,6.13,5.74,7.55,8.06,6.71,7.15,9.66,8.94,4.84,7.94,8.06,6.13,7.99,15.38,14.46,8.85,6.3,0,6.44,6.43,8.09,9.53,7.24,0,0,0,6.81,6.58,7.67,15.38,8.8,4.86,5.47,5.08,8.21,8.23,8.34,9.04,10.8,12.47,9.1,13.66,5.72,8,6.6,6.26,6.55,6.55,8.07,8.04,4.3,7.19,8.06,3.62,7.27,8.18,8.19,7.92,7.8,5.85,6.56,1.72,8.06,11.53,8.64,4.97,1.69,11.53,12.26,1.69,3.95,5.86,4.8,1.48,7.59,6.34,8.92,8.54,6.63,5.52,5.7,5.52,3.22,5.83,5.74,4.95,5.65,1.43,3.19,6.4,6.63,1.48,11.34,12.43,9.8,12.04,9.59,9.59,10.09,15.26,11.66,17.15,17.15,11.51,11.15,9.69,10.09,11.51,11.24,9,9.25,11.24,11.47,12.64,10.59,11.34,12.78,12.78,18.03,25.89,22.23,7.44,5.74,5.88,4.52,7.1,8.4,24.16,16.75,16.75,18.61,24.16,6.04,12.64,9.14,9.19,6.69,8.06,8.24,9.03,9.14,14.85,17.04,21.4,19.73,17.04,20.76,23.95,18.72,23.08,18.72,21.84,24.04,19.73,24.6,25.01,40.78,19.73,24.6,23.95,26.32,35.26,27.54,37.5,16.63,34.24,25.69,27.42,27.42,34.08,34.08,30.31,26.75,15.78,15.78,22.09
1998,12,0,0,0,0,0,5.75,0.82,2.75,1.14,0,0,0.22,1.36,2.96,1.04,4.42,9.2,12.44,9.85,7.76,3.94,3.2,10.56,4.62,1.54,0.42,0.22,0.22,6.7,6.16,0.9,0,0,0,0,4.92,0,0,0,0,4.52,5.72,8.1,10.56,8.26,8.54,0,20.94,0,0,0,2.98,0,0,0.62,0.66,5.47,5.94,6.7,6.84,7.62,2.55,0,1.58,4.88,0.62,0,12.19,7.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19,0,0,3.44,0,1.92,7.22,7.3,6.28,6.24,6.14,0,3.98,2.96,5.94,4.82,1.88,4.62,4.62,7.96,6.44,4.32,5.96,5.76,6.02,3.94,6.34,7.5,7.26,8.06,6.82,8.2,5.52,5.76,3.08,1.48,1.64,0.4,3.08,6.86,0.4,0,0,0,2.3,6.12,6.36,6.18,4.7,5.88,0.22,4.14,0.22,1.08,1.3,0.66,0.66,0.2,0,2.16,1.92,5.88,2.3,7.44,7.6,7.24,6.54,6.98,6.98,9.32,0.4,7.16,2.98,2.98,4.02,0.88,1.72,9.32,4.02,2.46,0.2,1.02,2.46,2.68,9.97,7,7.44,6.36,6.36,8.1,6.68,4.6,2.34,0,1.24,0,5.84,0.44,8.86,13.53,13.53,8.92,8.86,0,9.97,6.7,5.37,0,4.88,5.68,0.5,6.7,0,0,0,0,0,0,0.42,0,0,0,0,1.08,0,1.58,3.02,1.71,0,1.58,0.42,1.86,5.98,5.62,3.36,7.22,9.02,6.02,7.26,7.26,7.54,7.54,10.06,5.62,8.41,8.41,7.18
1999,1,6.88,7.09,3.52,3.52,8.83,18.49,11.33,10.52,10.99,0.67,0.67,2.01,8.62,8.19,2.15,10.35,10.39,17.29,7.79,10.77,4.17,1.24,15.78,16.51,6.55,14.62,14.55,14.55,32.18,31.64,13.36,0,0,0.2,6.23,17.7,6.25,3.49,4.6,9.84,22.35,18.72,42.23,15.78,23.8,35.41,0,36.9,0,8.32,12.64,9.13,10.68,13.02,14.61,14.04,24.16,23.38,34.02,44.22,35.14,26.04,13.52,22.68,22.04,14.61,9.01,16.49,9.37,7.47,6.94,0,0.2,1.31,7.26,1.2,0.43,0,0,0,0.65,2.98,7.94,16.49,0,0.91,6.71,3.94,6.59,11.5,21.81,14.84,15.88,12.81,7.47,10.29,13.02,26.5,17.92,14.95,11.83,11.83,22.89,41.65,19.23,13.84,17.62,26.13,24.8,21.81,38.71,52.35,52.11,29.13,29.32,20.27,17.62,13.85,15.49,21.9,23.02,13.85,17.81,23.02,14.79,14.16,14.39,13.77,27.74,30.72,31.3,21.84,21.63,15.86,17.93,15.86,8.89,12.54,14.04,8.13,10.44,6.64,13.73,19.2,21.63,13.77,15.3,15.02,14.79,16.63,13.81,13.81,16.34,13.13,14.75,13.7,13.7,12.06,5.69,10.81,16.34,12.06,12.25,5.7,9.17,12.25,8.6,20.99,15.02,15.3,15.08,15.08,14.58,7.33,6.12,14.98,15.66,10.72,15.29,13.04,8.51,14.78,25.74,25.74,14.76,14.78,0,20.99,37.45,44.66,13.93,22.04,31.95,4.45,37.45,6.7,6.78,9.48,7.18,6.78,8.96,9.03,6.27,7.67,6.27,6.73,9.21,7.18,18.45,9.53,5.81,7.18,18.45,9.03,6.71,8.04,15.87,5.8,10.92,13.7,15.8,15.82,15.82,12.55,12.55,20.25,11.13,19.64,19.64,13.92
1999,2,0,0,0,0,0,2.28,3.32,1.53,0.64,0,0,0,0,0.26,0.22,3.46,3.82,2.44,0,1.61,1.65,0,1.74,7.47,0,4.42,8.78,8.78,10.39,9.81,8.16,0,0,0,0,6.21,5.6,0,7.43,4.87,7.16,1.86,8.06,1.74,5.64,9.18,0,6.89,0,5.46,5.71,10.46,6.8,0.64,3.54,5.72,6.45,9.07,9.91,10,9.3,8.67,4.09,7.42,6.76,3.54,1.02,10.56,8.05,0,0,0,0,0,0,0.46,0.78,0,0,0,3.68,0,5.56,10.56,0,5.29,5.32,0,0.86,5.42,8.22,8.74,8.86,8.02,3.52,6.62,7.76,9.72,7.89,7.47,7.24,7.24,9.04,10.6,6.84,8.68,8.99,10.07,10.71,10.01,12.47,9.88,10.28,10.62,10.57,10.54,8.99,7.67,8.52,9.49,9.15,7.67,8.13,9.15,7.84,7.55,8.52,7.32,8.81,9.28,9.26,6.96,8.05,6.46,6.9,6.46,4.82,6.15,5.72,6.41,6.73,5.98,5.58,8.83,8.05,7.32,9.43,9.39,8.94,7.86,8.16,8.16,10.46,5.38,7.01,5.47,5.47,5.86,1.84,7.22,10.46,5.86,8.2,6.85,7.87,8.2,8.27,13.65,9.46,9.43,7.67,7.67,8.84,4.2,8.35,2.56,7.66,6.68,7.2,6.84,1.56,12.59,16.38,16.38,12.56,12.59,0,13.65,12.14,11.16,5.81,6.76,9.03,2.04,12.14,4.73,1.08,4.41,6.97,1.08,4.23,7.88,2.88,5.99,2.88,5.4,9.11,6.97,9.56,10.76,7.47,6.97,9.56,7.88,2.3,5.48,7.31,2.92,6.5,3.4,6.23,7.07,7.07,0.43,0.43,3,0.84,5.55,5.55,6.16
1999,3,6.09,8.1,6.1,6.1,0,9.02,16.66,22.39,14.38,11.83,11.83,8.83,8.07,13.15,11.67,11.8,23.14,32.66,28.82,24.65,16.31,17.46,14.33,8.81,9.17,10.85,12.28,12.28,14.7,14.19,13.97,0,0,0.88,14.62,19.71,17.95,18.62,22.04,30.26,35.96,17.78,11.66,14.33,10.41,11.04,0,15.75,0,12.53,73.31,66.42,41.8,68.3,37.71,69.06,30.59,29.86,23.94,17.29,25.4,37.99,52.18,40.27,26.32,37.71,2.71,25.86,15.82,3.29,0,0,0.88,0,0.47,3.62,2.04,0,0,0,0,0,2.11,25.86,0.2,2.98,8.74,0.44,4.3,12.28,13.31,11.51,10.95,10.16,6.04,9.82,12.03,19.85,18.66,12.2,19.39,19.39,22.47,32.13,17.29,16.56,18.77,27.51,34.2,25.16,33.79,33.32,33.52,34.41,24.94,26.78,18.77,12.17,14.5,32.54,20.36,12.17,13.71,20.36,19.37,11.43,16.21,28.11,44.19,36.33,24.56,42.64,59.82,57.28,53.89,57.28,45.23,55.2,69.06,37.42,74.98,55.25,57.23,38.24,59.82,28.11,13.68,13.23,13.1,12.26,12.56,12.56,17.18,8.72,13.39,10.26,10.26,11.13,7.76,11.48,17.18,11.13,11.07,6.18,4.32,11.07,8.59,17.04,12.79,13.68,10.65,10.65,10.06,5.03,11.03,12.07,11.04,10.76,15.43,10.94,12.65,15.91,20.26,20.26,11.27,15.91,0,17.04,24.43,46.12,63.02,26.32,28.66,2.96,24.43,7.48,8.28,6.75,6.95,8.28,8.82,7.55,7.48,8.37,7.48,8.05,7.04,6.95,8.12,8.11,11.73,6.95,8.12,7.55,6.96,7.38,9.42,7.58,14.6,10.93,10.85,10.83,10.83,9.95,9.95,13.41,8.04,24.05,24.05,13.98
1999,4,12.95,17.44,12.75,12.75,13.57,17.57,21.52,20.64,14.37,14.95,14.95,17.2,13,8.33,12.33,6.69,29.08,31.78,22.95,24.21,14.22,15.73,18.47,12.38,9.79,11.53,17.02,17.02,25.96,23.9,23.53,10.32,16.03,18.57,10.33,26.98,11.54,8.53,16.06,11.67,15.8,20.11,19.25,18.47,13.42,17.85,0,22.58,0,18.03,18.03,19.58,17.9,19.77,19.11,28.12,16.6,17.14,17.1,27.03,30.28,23.8,30.81,25.07,40.9,19.11,18.51,25.79,29.44,20.85,16.56,8.36,18.57,24.28,18.2,16.19,20.3,16.51,5.02,12.7,19.91,10.58,17.07,25.79,21.41,28.63,18.91,7.08,12.28,24.45,32.75,28.64,43.92,34.63,12.68,21.83,27.56,25.39,27.05,27.4,29.16,29.16,37.56,31.33,25.63,30.85,29.8,25.66,27.16,37.09,32.52,35.6,43.31,35.41,31.02,26.36,29.8,42.61,41.57,22.95,20.16,42.61,48.02,20.16,17.97,17.52,16.02,15.54,35.62,34.54,48.76,44.19,34.84,34.53,28.64,34.53,17.93,27.36,28.12,17.25,19,11.6,26.98,22.88,34.84,15.54,38.92,47.56,46.38,48.71,41.55,41.55,55.96,44.99,49.48,43.88,43.88,42.38,24.04,30.72,55.96,42.38,29.97,24.55,9.35,29.97,34.57,41.51,35.27,38.92,34.09,34.09,35.64,27.94,31.26,17.27,21.37,25.28,19.96,13.62,16.52,37.1,40.73,40.73,29.41,37.1,23.08,41.51,43.82,32.5,34.38,40.9,38.62,13.74,43.82,57.97,53.44,65.09,61.33,53.44,65.01,59.71,57.41,58.69,57.41,53.5,77.68,61.33,73.7,66.16,67.69,61.33,73.7,59.71,53.04,36.95,51.54,42.21,67.58,74.7,52.53,68,68,64.34,64.34,84.53,47.06,90.34,90.34,76.21
1999,5,32.67,25.07,21.55,21.55,38.15,33.07,15.02,15.83,19.31,12.78,12.78,18.83,24.62,24.37,20.3,22.04,14.54,17.97,16.23,17.34,16.92,14.38,12.4,7.95,7.56,3.96,6.74,6.74,20.3,12.85,13.76,54.97,53.36,168.13,0,0.21,0.39,2.9,0.43,3.33,10.08,8.44,4.84,12.4,7.66,2.76,0,7.4,0,7.75,7.33,16.89,11.37,9.54,9.57,16.15,2.62,8.9,1.9,8.13,11.07,8.45,10.48,8.38,15.6,9.57,50.04,43.56,62.89,63.18,75.91,125.25,168.13,80.01,62.24,47.51,60.27,150.61,121.4,167.25,154.6,29.49,25.45,43.56,145.09,120.93,25.07,23.35,36.56,28.98,19.03,16.24,24.61,37.62,46.53,43.29,16.5,14.94,15.37,14.04,15.28,15.28,21.72,12.88,14.48,15.98,17.37,16.2,15.79,20.89,15.43,13.54,17.18,18.84,16.92,18.68,17.37,28.58,20.65,20.54,16.35,28.58,26.7,16.35,17.44,19.79,22.14,17.07,27.66,22.79,22.28,25.87,26.43,17.01,24.13,17.01,17.56,20.15,16.15,14.81,17.46,12.74,20.86,22.15,26.43,17.07,81.9,67.83,52.49,39.31,50.88,50.88,79.25,95.04,78.87,92.3,92.3,73.72,53.36,30.84,79.25,73.72,63.23,146.88,62.75,63.23,117.12,167.16,113.49,81.9,110.79,110.79,137.34,132.82,145.13,16,16.2,17.19,16.64,12.1,27.58,168.26,212.21,212.21,261.17,168.26,170.85,167.16,19.28,16.09,11.14,15.6,16.24,75.94,19.28,212.12,211.79,313.02,316.94,211.79,282.37,322.19,265.14,226.56,265.14,264.08,314.08,316.94,322.82,328.14,196.79,316.94,322.82,322.19,266.27,229.36,271.26,292.84,161.98,315.02,253.48,235.48,235.48,270.72,270.72,295.86,269.4,257.41,257.41,226.06
1999,6,98.35,87.81,73.87,73.87,139.74,119.69,38.83,27.45,31.97,37.74,37.74,53.68,66.13,60.61,43.7,57.19,19.17,14.04,13.35,21.19,20.52,12.92,3.14,40.68,22.44,19.72,22.44,22.44,5.7,4.66,23.27,120.77,175.76,175.36,0.93,4.03,2.74,2.97,0.1,0,0,0,0.78,3.14,10.11,2.3,0,3.97,0,4.74,15.75,25.73,4.3,19.92,7.12,41.65,4.27,0.42,6.21,7.18,1.64,1.78,21.79,4.07,12.18,7.12,139,98.73,101.92,122.71,136.28,168.84,175.36,144.06,115.72,125.73,147.76,153.27,176.66,192.83,225.29,94.54,86.91,98.73,169.05,181.12,102.08,86.65,133.88,113.88,73.21,45.07,63.82,101.66,165.39,113.25,63.33,10.09,37.99,37.41,26.13,26.13,27.9,6.71,56.3,30.02,40.02,32.97,16.08,21.1,12.98,10.64,13.56,21.13,14.48,34.82,40.02,66.38,51.53,33.39,25.1,66.38,64.91,25.1,57.03,69.61,70.06,58.87,35.02,28.35,22.23,42.72,54.58,52.27,71.56,52.27,96.16,58.2,41.65,103.61,51.48,87.97,66.72,50.1,54.58,58.87,145.62,123.44,102.2,74.31,102.64,102.64,135.07,185.12,158.73,212.02,212.02,178.58,139.96,99.7,135.07,178.58,126.17,219.92,162.42,126.17,209.48,217.96,169.91,145.62,168.28,168.28,196.63,232.65,244.12,37.75,34.58,58.48,57,44.25,55.93,264.66,270.38,270.38,316.79,264.66,265.88,217.96,16.81,4.56,26.45,12.18,10.51,167.22,16.81,314.98,325.47,313.42,345.93,325.47,298.21,355.73,327.23,280.95,327.23,321.78,285.34,345.93,310.74,312.93,246.82,345.93,310.74,355.73,239.91,285.67,329.53,235.38,244.13,342.2,310.49,270.17,270.17,320,320,279.41,288.93,260.82,260.82,244.56
